"0801.1854","Andrew Tolley","Andrew J. Tolley, Mark Wyman","Stochastic Inflation Revisited: Non-Slow Roll Statistics and DBI
  Inflation","38 pages, 2 figures. v3: minor revisions; version accepted into JCAP","JCAP0804:028,2008","10.1088/1475-7516/2008/04/028","PI-COSMO-58","hep-th astro-ph gr-qc","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Stochastic inflation describes the global structure of the inflationary
universe by modeling the super-Hubble dynamics as a system of matter fields
coupled to gravity where the sub-Hubble field fluctuations induce a stochastic
force into the equations of motion. The super-Hubble dynamics are ultralocal,
allowing us to neglect spatial derivatives and treat each Hubble patch as a
separate universe. This provides a natural framework in which to discuss
probabilities on the space of solutions and initial conditions. In this article
we derive an evolution equation for this probability for an arbitrary class of
matter systems, including DBI and k-inflationary models, and discover
equilibrium solutions that satisfy detailed balance. Our results are more
general than those derived assuming slow roll or a quasi-de Sitter geometry,
and so are directly applicable to models that do not satisfy the usual slow
roll conditions. We discuss in general terms the conditions for eternal
inflation to set in, and we give explicit numerical solutions of highly
stochastic, quasi-stationary trajectories in the relativistic DBI regime.
Finally, we show that the probability for stochastic/thermal tunneling can be
significantly enhanced relative to the Hawking-Moss instanton result due to
relativistic DBI effects.
","[{""version"":""v1"",""created"":""Mon, 14 Jan 2008 20:16:52 GMT""},{""version"":""v2"",""created"":""Wed, 30 Jan 2008 00:18:11 GMT""},{""version"":""v3"",""created"":""Thu, 19 Jun 2008 14:52:43 GMT""}]","2008-11-26"
"0801.2162","Martin Dominik","M. Dominik, K. Horne, A. Allan, N.J. Rattenbury, Y. Tsapras, C.
  Snodgrass, M.F. Bode, M.J. Burgdorf, S.N. Fraser, E. Kerins, C.J. Mottram,
  I.A. Steele, R.A. Street, P.J. Wheatley, L. Wyrzykowski","ARTEMiS (Automated Robotic Terrestrial Exoplanet Microlensing Search) -
  A possible expert-system based cooperative effort to hunt for planets of
  Earth mass and below","4 pages with 2 eps figures embedded. Accepted for publication in
  Astronomische Nachrichten as part of the Proceedings of the Joint VOEvent &
  HTN Workshop ""Hot-wiring the Transient Universe"" held in Tucson, Arizona
  (US), June 4-7 2007",,"10.1002/asna.200710928",,"astro-ph",,"  (abridged) The technique of gravitational microlensing is currently unique in
its ability to provide a sample of terrestrial exoplanets around both Galactic
disk and bulge stars, allowing to measure their abundance and determine their
distribution with respect to mass and orbital separation. In order to achieve
these goals in reasonable time, a well-coordinated effort involving a network
of either 2m or 4 x 1m telescopes at each site is required. It could lead to
the first detection of an Earth-mass planet outside the Solar system, and even
planets less massive than Earth could be discovered. From April 2008, ARTEMiS
(Automated Robotic Terrestrial Exoplanet Microlensing Search) is planned to
provide a platform for a three-step strategy of survey, follow-up, and anomaly
monitoring. As an expert system embedded in eSTAR (e-Science Telescopes for
Astronomical Research), ARTEMiS will give advice on the optimal targets to be
observed at any given time, and will also alert on deviations from ordinary
microlensing light curves by means of the SIGNALMEN anomaly detector. While the
use of the VOEvent (Virtual Observatory Event) protocol allows a direct
interaction with the telescopes that are part of the HTN (Heterogeneous
Telescope Networks) consortium, additional interfaces provide means of
communication with all existing microlensing campaigns that rely on human
observers. The success of discovering a planet by microlensing critically
depends on the availability of a telescope in a suitable location at the right
time, which can mean within 10 min. Real-time modelling offers the opportunity
of live discovery of extra-solar planets, thereby providing ''Science live to
your home''.
","[{""version"":""v1"",""created"":""Mon, 14 Jan 2008 23:54:58 GMT""}]","2009-11-13"
"0801.2163","Andreas P. Braun","A.P.Braun, A.Hebecker, H.Triendl","D7-Brane Motion from M-Theory Cycles and Obstructions in the Weak
  Coupling Limit","36 pages, 14 figures, v2: minor errors corrected","Nucl.Phys.B800:298-329,2008","10.1016/j.nuclphysb.2008.03.021","HD-THEP-08-1","hep-th","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Motivated by the desire to do proper model building with D7-branes and
fluxes, we study the motion of D7-branes on a Calabi-Yau orientifold from the
perspective of F-theory. We consider this approach promising since, by working
effectively with an elliptically fibred M-theory compactification, the explicit
positioning of D7-branes by (M-theory) fluxes is straightforward. The locations
of D7-branes are encoded in the periods of certain M-theory cycles, which
allows for a very explicit understanding of the moduli space of D7-brane
motion. The picture of moving D7-branes on a fixed underlying space relies on
negligible backreaction, which can be ensured in Sen's weak coupling limit.
However, even in this limit we find certain 'physics obstructions' which reduce
the freedom of the D7-brane motion as compared to the motion of holomorphic
submanifolds in the orientifold background. These obstructions originate in the
intersections of D7-branes and O7-planes, where the type IIB coupling can not
remain weak. We illustrate this effect for D7-brane models on CP^1 x CP^1 (the
Bianchi-Sagnotti-Gimon-Polchinski model) and on CP^2. Furthermore, in the
simple example of 16 D7-branes and 4 O7-planes on CP^1 (F-theory on K3), we
obtain a completely explicit parameterization of the moduli space in terms of
periods of integral M-theory cycles. In the weak coupling limit, D7-brane
motion factorizes from the geometric deformations of the base space.
","[{""version"":""v1"",""created"":""Mon, 14 Jan 2008 22:18:23 GMT""},{""version"":""v2"",""created"":""Fri, 19 Sep 2008 10:26:34 GMT""}]","2008-11-26"
"0801.2164","Edward Pope","Edward Pope (1), Julian Pittard (1), Thomas Hartquist (1), Sam Falle
  (2) ((1) School of Physics & Astronomy, University of Leeds, Leeds, UK
  (2)School of Applied Mathematics, University of Leeds, Leeds, UK)","The generation of optical emission-line filaments in galaxy clusters","15 pages, 18 figures. Altered density values in table 1, which were a
  factor of 1000 too small. Also extended caption for table 1 to show the mass
  outflow rate. Accepted for publication in MNRAS",,"10.1111/j.1365-2966.2008.12963.x",,"astro-ph",,"  Recent data support the idea that the filaments observed in H_alpha emission
near the centres of some galaxy clusters were shaped by bulk flows within their
intracluster media. We present numerical simulations of evaporated clump
material interacting with impinging winds to investigate this possibility. In
each simulation, a clump falls due to gravity while the drag of a wind retards
the fall of evaporated material leading to elongation of the tail. However, we
find that long filaments can only form if the outflowing wind velocity is
sufficiently large, 10^8 cm s^-1. Otherwise, the tail material sinks almost as
quickly as the cloud. For reasonable values of parameters, the morphological
structure of a tail is qualitatively similar to those observed in clusters.
Under certain conditions, the kinematics of the tail resemble those reported in
Hatch et al.(2006). A comparison of the observations with the numerical results
indicates that the filaments are likely to be a few tens of Myrs old. We also
present arguments which suggest that the momentum transfer, from an outflowing
wind, in the formation of these filaments is probably significant. As a result,
tail formation could play a role in dissipating some of the energy injected by
a central AGN close to the cluster centre where it is needed most. The trapping
of energy by the cold gas may provide an additional feedback mechanism that
helps to regulate the heating of the central regions of galaxy clusters and
couple the AGN to the ICM.
","[{""version"":""v1"",""created"":""Mon, 14 Jan 2008 21:36:17 GMT""},{""version"":""v2"",""created"":""Tue, 12 Feb 2008 10:45:57 GMT""}]","2009-11-13"
"0801.2165","Alberto Iglesias","Gregory Gabadadze and Alberto Iglesias","Special Massive Spin-2 on de Sitter Space","9 pages, reference added, JCAP version","JCAP 0802:014,2008","10.1088/1475-7516/2008/02/014","NYU-TH-07/12/30","hep-th",,"  The theory of a massive spin-2 state on the de Sitter space -- with the mass
squared equal to one sixth of the curvature -- is special for two reasons: (i)
it exhibits an enhanced local symmetry; (ii) it emerges as a part of the model
that gives rise to the self-accelerated Universe. The known problems of this
theory are: either it cannot be coupled to a non-conformal conserved
stress-tensor because of the enhanced symmetry, or it propagates a ghost-like
state when the symmetry is constrained by the Lagrange multiplier method. Here
we propose a solution to these problems in the linearized approximation.
","[{""version"":""v1"",""created"":""Mon, 14 Jan 2008 21:38:03 GMT""},{""version"":""v2"",""created"":""Thu, 21 Feb 2008 19:36:32 GMT""}]","2014-11-18"
"0801.2166","Maxim Lyutikov","Maxim Lyutikov","Hartmann flow with Braginsky viscosity: a test problem for intercluster
  plasma","3 pages, accepted by ApJ",,"10.1086/526769",,"astro-ph",,"  We consider a Hartmann layer, stationary flow of a viscose and resistive
fluid between two plates with superimposed transverse magnetic field, in the
limit of gyrotropic plasma, when viscosity across the field is strongly
suppressed. For zero cross-field viscosity, the problem is not well posed,
since viscosity then vanishes on the boundaries and in the middle of the layer,
where there is no longitudinal field. An additional arbitrarily small isotropic
viscosity allows one to find magnetic field and velocity profiles which are
independent of this viscosity floor and different from flows with isotropic
viscosity. Velocity sharply rises in a thin boundary layer, which thickness
depends both on the Hartmann number and on the Lundquist number of the flow.
  The implication of the work is that, in simulating ICM dynamics it is
imperative to use numerical schemes which take into account anisotropic
viscosity. Although magnetic fields are dynamically subdominant in the ICM they
do determine its the dissipative properties, stability of embedded structures
and the transition to turbulence.
","[{""version"":""v1"",""created"":""Mon, 14 Jan 2008 21:40:12 GMT""}]","2009-11-13"
"0801.2167","Pavel Yu. Moshin","I.V. Tyutin","Electron scattering by a solenoid","19 pages, added information: preprint of P.N. Lebedev Physical
  Institute, No 27, 1974",,,,"quant-ph hep-th math-ph math.MP",,"  The quantum-mechanical problems of electron scattering by an infinitely thin
solenoid and by a half of an infinitely thin solenoid are examined from the
viewpoint of constructing a self-adjoint Hamiltonian. It is demonstrated that
in both problems there exist unique self-adjoint operators with a
``non-singular'' domain, that, due to physical reasons, are identified with the
corresponding Hamiltonians. In the case of quantized values of magnetic flow
along the solenoid, the electron does not experience any scattering by the
string. It is shown that the scattering amplitude and wave function of an
electron in the problem of scattering by an infinitely long solenoid of radius
a in the limit a->0 turn into the corresponding expressions for the problem of
an infinitely thin solenoid. In particular, at a quantized value of magnetic
flow along the solenoid, scattering disappears at a->0.
","[{""version"":""v1"",""created"":""Mon, 14 Jan 2008 21:48:59 GMT""},{""version"":""v2"",""created"":""Sun, 27 Jan 2008 23:13:27 GMT""}]","2008-01-28"
"0801.2169","Hsiao-Wen Chen","Hsiao-Wen Chen and Jeremy L. Tinker (U Chicago, KICP)","The Baryon Content of Dark Matter Halos: Empirical Constraints from MgII
  Absorbers","13 pages, 6 figures, ApJ in press; high-resolution version available
  at http://lambda.uchicago.edu/public/tmp/mg2_CT08.pdf",,"10.1086/591927",,"astro-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We have initiated a survey of MgII 2796, 2803 absorbers near known galaxies
at projected distances rho<~100 h^-1 kpc to a background QSO, in order to
constrain the extent and covering fraction of Mg^+ ions around galaxies of
different luminosity and mass. The current sample consists of 13 galaxy and
absorber pairs and 10 galaxies that do not produce MgII absorption lines to
within sensitive upper limits. The redshifts of the galaxy and absorber pairs
range from z = 0.2067 to 0.892 with a median of z = 0.3818. We find that
galaxies at larger impact parameters produce on average weaker MgII absorbers.
This anti-correlation is substantially improved when accounting for the
intrinsic luminosities of individual galaxies. In addition, there exists a
distinct boundary at rho=R_gas, beyond which no MgII absorbers are found. A
maximum likelihood analysis shows that the observations are best described by
an isothermal density profile and a scaling relation R_gas = 91 x
(L_B/L_{B_*})^(0.35 +/- 0.05) h^-1 kpc (or 69 h^-1 kpc at W(2796)=0.3 Ang) with
a mean covering factor of <kappa>=80-86%. Together with the scaling relation
between halo mass and galaxy luminosity inferred from halo occupation studies,
this scaling of R_gas indicates that gas radius is a fixed fraction of the dark
matter halo radius. We compare our results with previous studies and discuss
the implications of our analysis for constraining the baryon content of
galactic halos and for discriminating between competing scenarios for
understanding the nature of the extended gas.
","[{""version"":""v1"",""created"":""Mon, 14 Jan 2008 22:00:10 GMT""},{""version"":""v2"",""created"":""Tue, 8 Jul 2008 20:53:50 GMT""}]","2009-11-13"
"0801.2170","Chandrasekhar Ramanathan","Chandrasekhar Ramanathan","Dynamic nuclear polarization and spin-diffusion in non-conducting solids","submitted to Applied Magnetic Resonance. The article should appear in
  a special issue that is being published in connection with the DNP Symposium
  help in Nottingham in August 2007","Appl. Magn. Reson. 34, 409-421 (2008)","10.1007/s00723-008-0123-7",,"cond-mat.other",,"  There has been much renewed interest in dynamic nuclear polarization (DNP),
particularly in the context of solid state biomolecular NMR and more recently
dissolution DNP techniques for liquids. This paper reviews the role of spin
diffusion in polarizing nuclear spins and discusses the role of the spin
diffusion barrier, before going on to discuss some recent results.
","[{""version"":""v1"",""created"":""Mon, 14 Jan 2008 22:12:43 GMT""}]","2009-04-01"
"0801.2171","Morris Hirsch","Morris W. Hirsch","On existence and uniqueness of the carrying simplex for competitive
  dynamical systems","Submitted to Journal of Biological Dynamics. 13 pages",,,,"math.DS",,"  Certain dynamical models of competition have a unique invariant hypersurface
to whichevery nonzero tractory is asymptotic, having simple geometry and
topology.
","[{""version"":""v1"",""created"":""Mon, 14 Jan 2008 22:14:45 GMT""}]","2008-01-16"
"0801.2172","Martha Boyer","Martha L. Boyer (1), Iain McDonald (2), Jacco Th. van Loon (2),
  Charles E. Woodward (1), Robert D. Gehrz (1), A. Evans (2), A. K. Dupree (3)
  ((1) Department of Astronomy, University of Minnesota, Minneapolis, MN (2)
  Astrophysics Group, School of Physical & Geographical Sciences, Keele
  University, UK (3) Harvard-Smithsonian Center for Astrophysics, Cambridge,
  MA)","A Spitzer Space Telescope Atlas of omega Centauri: The Stellar
  Population, Mass Loss, and the Intracluster Medium","20 pages, 18 figures, 8 tables, accepted for publication in AJ","Astron.J.135:1395-1411,2008","10.1088/0004-6256/135/4/1395",,"astro-ph",,"  We present a Spitzer Space Telescope imaging survey of the most massive
Galactic globular cluster, omega Centauri, and investigate stellar mass loss at
low metallicity and the intracluster medium (ICM). The survey covers
approximately 3.2x the cluster half-mass radius at 3.6, 4.5, 5.8, 8, and 24
microns, resulting in a catalog of over 40,000 point-sources in the cluster.
Approximately 140 cluster members ranging 1.5 dex in metallicity show a red
excess at 24 microns, indicative of circumstellar dust. If all of the dusty
sources are experiencing mass loss, the cumulative rate of loss is estimated at
2.9 - 4.2 x 10^(-7) solar masses per year, 63% -- 66% of which is supplied by
three asymptotic giant branch stars at the tip of the Red Giant Branch (RGB).
There is little evidence for strong mass loss lower on the RGB. If this
material had remained in the cluster center, its dust component (> 1 x 10^(-4)
solar masses) would be detectable in our 24 and 70 micron images. While no dust
cloud located at the center of omega Cen is apparent, we do see four regions of
very faint, diffuse emission beyond two half-mass radii at 24 microns. It is
unclear whether these dust clouds are foreground emission or are associated
with omega Cen. In the latter case, these clouds may be the ICM in the process
of escaping from the cluster.
","[{""version"":""v1"",""created"":""Mon, 14 Jan 2008 22:24:02 GMT""}]","2009-06-23"
"0801.2173","Simon Caron-Huot","Simon Caron-Huot, Guy D. Moore","Heavy quark diffusion in QCD and N=4 SYM at next-to-leading order","40 pages, 14 figures","JHEP 0802:081,2008","10.1088/1126-6708/2008/02/081",,"hep-ph",,"  We present the full details of a calculation at next-to-leading order of the
momentum diffusion coefficient of a heavy quark in a hot, weakly coupled, QCD
plasma. Corrections arise at O(g_s); physically they represent interference
between overlapping scatterings, as well as soft, electric scale (p ~ gT) gauge
field physics, which we treat using the hard thermal loop (HTL) effective
theory. In 3-color, 3-flavor QCD, the momentum diffusion constant of a
fundamental representation heavy quark at NLO is kappa = (16\pi/3) alpha_s^2
T^3 (log(1/g) + 0.07428 + 1.9026 g). We extend the computation to a heavy
fundamental representation ``probe'' quark in large N_c, N=4 Super Yang-Mills
theory, where the result is kappa^{SYM}= (lambda^2 T^3)(6\pi)
(log(1/\sqrt{\lambda}) + 0.4304 + 0.8010 \sqrt{lambda}) (where lambda=g_s^2 N_c
is the t'Hooft coupling). In the absence of some resummation technique, the
convergence of perturbation theory is poor.
","[{""version"":""v1"",""created"":""Mon, 14 Jan 2008 22:30:36 GMT""}]","2014-11-18"
"0801.2174","Ivan Gonzalez","I. Gonzalez, S. Okamoto, S. Yunoki, A. Moreo and E. Dagotto","Charge transfer in heterostructures of strongly correlated materials","14 pages, 9 figures. Invited article for a special issue of JPCM on
  Metal Oxide Thin Films; minor changes in the text",,"10.1088/0953-8984/20/26/264002",,"cond-mat.str-el",,"  In this manuscript, recent theoretical investigations by the authors in the
area of oxide multilayers are briefly reviewed. The calculations were carried
out using model Hamiltonians and a variety of non-perturbative techniques.
Moreover, new results are also included here. They correspond to the generation
of a metallic state by mixing insulators in a multilayer geometry, using the
Hubbard and Double Exchange models. For the latter, the resulting metallic
state is also ferromagnetic. This illustrates how electron or hole doping via
transfer of charge in multilayers can lead to the study of phase diagrams of
transition metal oxides in the clean limit. Currently, these phase diagrams are
much affected by the disordering standard chemical doping procedure, which
introduces quenched disorder in the material.
","[{""version"":""v1"",""created"":""Mon, 14 Jan 2008 22:26:34 GMT""},{""version"":""v2"",""created"":""Fri, 18 Jan 2008 02:11:30 GMT""}]","2009-11-13"
"0801.2176","Marcelo Loewe","Marcelo Loewe and Cristian Mart\'inez V","Thermal Corrections to $\pi$-$\pi$ Scattering Lengths in the Linear
  Sigma Model","8 pages. Keywords: Finite temperature field theory; scattering
  lengths; linear sigma model. A new reference has been added. Written in
  RevTex4. The paper is being accepted for publication in Phys. Rev. D. The
  size of the manuscript was reduced considerably","Phys.Rev.D77:105006,2008; Erratum-ibid.D78:069902,2008","10.1103/PhysRevD.77.105006 10.1103/PhysRevD.78.069902",,"hep-ph",,"  In this article we explore the thermal evolution of the $\pi$-$\pi$
scattering lengths in the frame of the linear sigma model. We compute, using
thermofield dynamics, all the one loop diagrams that contribute to $\pi$-$\pi$
scattering. We restrict ourselves to temperature correction only in the pion
sector, due to the Boltzmann supression for the sigma meson. From this analysis
we obtain the thermal behavior of $a_0^0$ and $a_0^2$, s-waves scattering
lengths in the isospin channel I=0 and I=2 respectively. It turns out that
$a_0^0$ grows whereas $a_0^2$ diminishes as function of temperature. We compare
our results with other determinations of the thermal behavior of these
magnitudes.
","[{""version"":""v1"",""created"":""Mon, 14 Jan 2008 22:38:44 GMT""},{""version"":""v2"",""created"":""Fri, 18 Jan 2008 00:56:18 GMT""},{""version"":""v3"",""created"":""Wed, 23 Jan 2008 21:57:46 GMT""},{""version"":""v4"",""created"":""Thu, 27 Mar 2008 20:38:44 GMT""}]","2014-11-18"
"0801.2177","N. J. Turner","N. J. Turner, K. Grogan and J. B. Breckinridge","Probing Interstellar Dust With Space-Based Coronagraphs","Accepted for publication in ApJ Supplements",,"10.1086/587061",,"astro-ph",,"  We show that space-based telescopes such as the proposed Terrestrial Planet
Finder Coronagraph will be able to detect the light scattered by the
interstellar grains along lines of sight passing near stars in our Galaxy. The
relative flux of the scattered light within one arcsecond of a star at 100 pc
in a uniform interstellar medium of 0.1 H atoms cm^-3 is about 10^-7. The halo
increases in strength with the distance to the star and is unlikely to limit
the coronagraphic detection of planets around the nearest stars. Grains passing
within 100 AU of Sun-like stars are deflected by radiation, gravity and
magnetic forces, leading to features in the scattered light that can
potentially reveal the strength of the stellar wind, the orientation of the
stellar magnetic field and the relative motion between the star and the
surrounding interstellar medium.
","[{""version"":""v1"",""created"":""Mon, 14 Jan 2008 22:59:41 GMT""}]","2009-11-13"
"0801.2178","Elena Orlando","Elena Orlando, Andrew W. Strong","Gamma-ray emission from the solar halo and disk: a study with EGRET data","Corrected typos, added acknowledgements. A&A in press","Astron.Astrophys.480:847,2008","10.1051/0004-6361:20078817",,"astro-ph",,"  Context: The Sun has recently been predicted to be an extended source of
gamma-ray emission, produced by inverse-Compton (IC) scattering of cosmic-ray
(CR) electrons on the solar radiation field. The emission was predicted to be
extended and a confusing foreground for the diffuse extragalactic background
even at large angular distances from the Sun. The solar disk is also expected
to be a steady gamma-ray source. While these emissions are expected to be
readily detectable in the future by GLAST, the situation for available EGRET
data is more challenging. Aims: The theory of gamma-ray emission from IC
scattering on the solar radiation field by Galactic CR electrons is given in
detail. This is used as the basis for detection and model verification using
EGRET data. Methods: We present a detailed study of the solar emission using
the EGRET database, accounting for the effect of the emission from 3C 279, the
moon, and other sources, which interfere with the solar emission. The analysis
was performed for 2 energy ranges, above 300 MeV and for 100-300 MeV, as well
as for the combination to improve the detection statistics. The technique was
tested on the moon signal, with our results consistent with previous work.
Results: Analyzing the EGRET database, we find evidence of emission from the
solar disk and its halo. The observations are compared with our model for the
extended emission. The spectrum of the solar disk emission and the spectrum of
the extended emission have been obtained. The spectrum of the moon is also
given. Conclusions: The observed intensity distribution and the flux are
consistent with the predicted model of IC gamma-rays from the halo around the
Sun.
","[{""version"":""v1"",""created"":""Mon, 14 Jan 2008 23:07:31 GMT""},{""version"":""v2"",""created"":""Sun, 10 Feb 2008 16:20:01 GMT""}]","2009-06-23"
"0801.2179","Terence C. Tao","Tim Austin, Terence Tao","On the testability and repair of hereditary hypergraph properties","84 pages, 3 figures, to appear, Random Structures and Algorithms.
  Referee recommendations incorporated (in particular, a longer introduction)",,,,"math.CO","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Recent works of Alon-Shapira and R\""odl-Schacht have demonstrated that every
hereditary property of undirected graphs or hypergraphs is testable with
one-sided error; informally, this means that if a graph or hypergraph satisfies
that property ""locally"" with sufficiently high probability, then it can be
perturbed (or ""repaired"") into a graph or hypergraph which satisfies that
property ""globally"".
  In this paper we make some refinements to these results, some of which may be
surprising. In the positive direction, we strengthen the results to cover
hereditary properties of multiple directed polychromatic graphs and
hypergraphs. In the case of undirected graphs, we extend the result to
continuous graphs on probability spaces, and show that the repair algorithm is
""local"" in the sense that it only depends on a bounded amount of data; in
particular, the graph can be repaired in a time linear in the number of edges.
We also show that local repairability also holds for monotone or partite
hypergraph properties (this latter result is also implicitly in work of
Ishigami). In the negative direction, we show that local repairability breaks
down for directed graphs, or for undirected 3-uniform hypergraphs. The reason
for this contrast in behavior stems from (the limitations of) Ramsey theory.
","[{""version"":""v1"",""created"":""Mon, 14 Jan 2008 23:07:48 GMT""},{""version"":""v2"",""created"":""Tue, 12 May 2009 06:27:25 GMT""}]","2009-05-12"
"0801.2180","Mikhail Skvortsov","D. A. Ivanov and M. A. Skvortsov","Dyson-Maleev representation of nonlinear sigma-models","16 pages, 1 figure","J.Phys.A41:215003,2008","10.1088/1751-8113/41/21/215003",,"cond-mat.mes-hall cond-mat.dis-nn",,"  For nonlinear sigma-models in the unitary symmetry class, the non-linear
target space can be parameterized with cubic polynomials. This choice of
coordinates has been known previously as the Dyson-Maleev parameterization for
spin systems, and we show that it can be applied to a wide range of
sigma-models. The practical use of this parameterization includes
simplification of diagrammatic calculations (in perturbative methods) and of
algebraic manipulations (in non-perturbative approaches). We illustrate the use
and specific issues of the Dyson-Maleev parameterization with three examples:
the Keldysh sigma-model for time-dependent random Hamiltonians, the
supersymmetric sigma-model for random matrices, and the supersymmetric
transfer-matrix technique for quasi-one-dimensional disordered wires. We
demonstrate that nonlinear sigma-models of unitary-like symmetry classes C and
B/D also admit the Dyson-Maleev parameterization.
","[{""version"":""v1"",""created"":""Mon, 14 Jan 2008 23:22:44 GMT""}]","2008-11-26"
"0801.2181","Daniel Silevitch","C. Ancona-Torres, D. M. Silevitch, G. Aeppli, T. F. Rosenbaum","Quantum and Classical Glass Transitions in $Li Ho_x Y_{1-x} F_4$","5 pages, 5 figures. Updated figure 3 with corrected calibration
  information for thermometry","Phys. Rev. Lett. 101, 057201 (2008)","10.1103/PhysRevLett.101.057201",,"cond-mat.dis-nn","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  When performed in the proper low field, low frequency limits, measurements of
the dynamics and the nonlinear susceptibility in the model Ising magnet in
transverse field, $\text{LiHo}_x\text{Y}_{1-x}\text{F}_4$, prove the existence
of a spin glass transition for $x$ = 0.167 and 0.198. The classical behavior
tracks for the two concentrations, but the behavior in the quantum regime at
large transverse fields differs because of the competing effects of quantum
entanglement and random fields.
","[{""version"":""v1"",""created"":""Tue, 15 Jan 2008 15:11:04 GMT""},{""version"":""v2"",""created"":""Wed, 16 Jan 2008 18:34:46 GMT""},{""version"":""v3"",""created"":""Wed, 23 Jan 2008 14:28:57 GMT""},{""version"":""v4"",""created"":""Mon, 26 Oct 2009 19:33:31 GMT""}]","2009-10-26"
"0801.2182","Fabio D. A. Aarao Reis","R. B. Stinchcombe, F. D. A. Aar\~ao Reis","Modeling one-dimensional island growth with mass-dependent detachment
  rates","16 pages, 6 figures","Published in Phys. Rev. B 77, 035406 (2008)","10.1103/PhysRevB.77.035406",,"cond-mat.stat-mech cond-mat.mtrl-sci",,"  We study one-dimensional models of particle diffusion and
attachment/detachment from islands where the detachment rates gamma(m) of
particles at the cluster edges increase with cluster mass m. They are expected
to mimic the effects of lattice mismatch with the substrate and/or long-range
repulsive interactions that work against the formation of long islands.
Short-range attraction is represented by an overall factor epsilon<<1 in the
detachment rates relatively to isolated particle hopping rates [epsilon ~
exp(-E/T), with binding energy E and temperature T]. We consider various
gamma(m), from rapidly increasing forms such as gamma(m) ~ m to slowly
increasing ones, such as gamma(m) ~ [m/(m+1)]^b. A mapping onto a column
problem shows that these systems are zero-range processes, whose steady states
properties are exactly calculated under the assumption of independent column
heights in the Master equation. Simulation provides island size distributions
which confirm analytic reductions and are useful whenever the analytical tools
cannot provide results in closed form. The shape of island size distributions
can be changed from monomodal to monotonically decreasing by tuning the
temperature or changing the particle density rho. Small values of the scaling
variable X=epsilon^{-1}rho/(1-rho) favour the monotonically decreasing ones.
However, for large X, rapidly increasing gamma(m) lead to distributions with
peaks very close to <m> and rapidly decreasing tails, while slowly increasing
gamma(m) provide peaks close to <m>/2$ and fat right tails.
","[{""version"":""v1"",""created"":""Mon, 14 Jan 2008 23:12:37 GMT""}]","2009-11-13"
"0801.2183","Rudolph C. Hwa","Charles B. Chiu, Rudolph C. Hwa and C. B. Yang","Azimuthal Anisotropy: Ridges, Recombination and Breaking of Quark Number
  Scaling","17 pages including 13 figures. This is a revised version with
  additional material and author",,"10.1103/PhysRevC.78.044903",,"nucl-th","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Azimuthal anisotropy is studied by taking into account the ridges created by
semi-hard scattering, which is sensitive to the initial spatial configuration
in non-central heavy-ion collisions. No rapid thermalization is required.
Although hydrodynamics is not used in this study, the validity of
hydrodynamical expansion is not excluded at later time after equilibration is
achieved. Phenomenological properties of the bulk and ridge behaviors are used
as inputs to determine the elliptic flow of pion and proton at low p_T. At
intermediate p_T the recombination of shower partons with thermal partons
becomes more important. The phi dependence arises from the variation of the
in-medium path length of the hard parton that generates the shower. The p_T
dependence of v_2 is therefore very different at intermediate p_T compared to
that at low p_T. Quark number scaling of v_2 is shown to be only approximately
valid at low p_T, but is broken at intermediate p_T, even though recombination
is the mechanism of hadronization in all p_T regions considered.
","[{""version"":""v1"",""created"":""Mon, 14 Jan 2008 23:27:39 GMT""},{""version"":""v2"",""created"":""Fri, 10 Oct 2008 21:21:22 GMT""}]","2009-11-13"
"0801.2184","D. N. Matsukevich","D. N. Matsukevich, P. Maunz, D. L. Moehring, S. Olmschenk and C.
  Monroe","Bell inequality violation with two remote atomic qubits","4 pages, 4 figures","Phys. Rev. Lett. 100, 150404 (2008)","10.1103/PhysRevLett.100.150404",,"quant-ph",,"  We observe violation of a Bell inequality between the quantum states of two
remote Yb ions separated by a distance of about one meter with the detection
loophole closed. The heralded entanglement of two ions is established via
interference and joint detection of two emitted photons, whose polarization is
entangled with each ion. The entanglement of remote qubits is also
characterized by full quantum state tomography.
","[{""version"":""v1"",""created"":""Mon, 14 Jan 2008 23:35:12 GMT""}]","2008-05-20"
"0801.2185","Xiaohu Shang","Xiaohu Shang, Gerhard Kramer, Biao Chen","New Outer Bounds on the Capacity Region of Gaussian Interference
  Channels","5 pages, 2 figures, submitted to ISIT 2008",,,,"cs.IT math.IT",,"  Recent outer bounds on the capacity region of Gaussian interference channels
are generalized to $m$-user channels with $m>2$ and asymmetric powers and
crosstalk coefficients. The bounds are again shown to give the sum-rate
capacity for Gaussian interference channels with low powers and crosstalk
coefficients. The capacity is achieved by using single-user detection at each
receiver, i.e., treating the interference as noise incurs no loss in
performance.
","[{""version"":""v1"",""created"":""Mon, 14 Jan 2008 23:48:05 GMT""}]","2008-01-16"
